ProductID,ProductNo,ProductName,Barcode,SKU,Unit,DefaultSize,SellPriceIncTax,SellTaxCode,CostPriceIncTax,CostTaxCode,IsModifier,PrintDocket,Tags,CategoryNames,SellAccount,BuyAccount,InventoryAccount,ImageUrl,ReportingGroup,FriendlyName,ShowOnline,OnlineDescription,InventoryType,PurchaseFormat,PurchaseQty,Container,VariableQtyPrompt
19454186,,ADD Egg,,,unit,1,3,GST,0,GST,1,1,,"Bar - Mains,Bar - Pizzas,Bar - Burgers",,,,,Food,,1,,1,Individual,1,UNIT,
20761566,,ADD Avocado Salsa,,,unit,1,2,GST,0,GST,1,1,"Food,pizzas",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
20761565,,ADD Chilli flakes,,,unit,1,2,GST,0,GST,1,1,"Food,pizzas",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
19453517,,ADD Chorizo,,,unit,1,6,GST,0,GST,1,1,"Food,pizzas",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
19454873,,ADD Bacon,,,unit,1,3,GST,0,GST,1,1,"Food,pizzas","Bar - Pizzas,Bar - Burgers",1,,,,Food,,1,,1,Individual,1,UNIT,
19452897,,ADD Cheese,,,unit,1,3,GST,0,GST,1,1,"Food,pizzas","Bar - Pizzas,Bar - Burgers",1,,,,Food,,1,,1,Individual,1,UNIT,
19952862,,ABSOLUT Vanilla 700Ml,7.31204E+12,,ml,700,59.99,GST,51.585,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
21554365,,ABSOLUT Watermelon 700ML,7.31204E+12,,ml,700,59.99,GST,51.585,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19753150,,Accomm Services,,,unit,1,0,GST,0,GST,0,1,Accommodation,RECEPTION,1,,,,accommodation,,1,,1,Individual,1,UNIT,
19366877,,ADD Ham,,,unit,1,4,GST,0,GST,1,1,"Food,pizzas","Bar - Mains,Bar - Pizzas",1,,,,Food,,1,,1,Individual,1,UNIT,
19366849,,ADD Prawns,,,unit,1,8,GST,0,GST,1,1,"Food,mains","Bar - Mains,Bar - Pizzas",1,,,,Food,,1,,1,Individual,1,UNIT,
19366876,,ADD Feta,,,unit,1,3,GST,0,GST,1,1,"Food,pizzas",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
20761567,,ADD Jalapenos,,,unit,1,2,GST,0,GST,1,1,"Food,mains",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
19366890,,ADD Mushrooms,,,unit,1,2,GST,0,GST,1,1,"Food,pizzas",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
20761568,,ADD Pineapple,,,unit,1,2,GST,0,GST,1,1,"Food,mains",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
19366893,,ADD Spinach,,,unit,1,1,GST,0,GST,1,1,"Food,pizzas",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
19447473,,Affogato,,,unit,1,6,GST,0,GST,0,1,Coffeeshop,Coffeeshop,1,,1,,beverages,,1,,1,Individual,1,UNIT,
19551475,,Administration Fee,,,unit,1,0,GST,0,GST,0,1,invoicing,Invoicing,,,,,invoicing,,1,,1,Individual,1,UNIT,
19398673,,ALIZE Blue 700ML,3.33475E+12,,ml,750,65.99,GST,52.736,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19447446,,Almond Milk,,,unit,1,1,GST,0,GST,0,1,Coffeeshop,Coffeeshop,1,,1,,beverages,,1,,1,Individual,1,UNIT,
19398674,,ALIZE Pineapple 700Ml,3.33475E+12,,ml,750,65.99,GST,0,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398675,,ALIZE Rose 700ML,3.33475E+12,,ml,750,65.99,GST,52.737,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398680,,AMBERLEY Chenin Blanc S1,9.31618E+12,,ml,750,18.99,GST,10.773,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398677,,AMBERLEY S/LANE Cab Merlot S1,9.31618E+12,,ml,750,22.99,GST,14.135,GST,0,1,"ALM,beverages,red,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398681,,AMBERLEY S/LANE Sauv Blanc S1,9.31618E+12,,ml,750,22.99,GST,14.135,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398678,,AMBERLEY S/LANE SSB S1,9.31618E+12,,ml,750,22.99,GST,14.135,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398679,,AMBERLEY Shiraz S1,9.31618E+12,,ml,750,18.99,GST,10.773,GST,0,1,"ALM,beverages,red,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398682,,AMONGST THE CLOUDS Sauv Blanc S1,9.34101E+12,,ml,750,13.99,GST,7.072,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398683,,AMONGST THE CLOUDS Shiraz S1,9.34101E+12,,ml,750,13.99,GST,7.072,GST,0,1,"ALM,beverages,red,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19467570,,Apple Juice Jug,,,unit,1,12,GST,0,GST,0,1,"beverages,soft",,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19467572,,Apple Juice Pint,,,unit,1,6,GST,0,GST,0,1,"beverages,soft",,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19366916,,ANTIPASTO Platter,,,unit,1,175,GST,0,GST,0,1,"catering,Food",Catering,1,,,,Food,,1,,1,Individual,1,UNIT,
19467571,,Apple Juice Middy,,,unit,1,4,GST,0,GST,0,1,"beverages,soft",Coffeeshop,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19398684,,ANGOSTURA Bitters 200ML,75496002005,,ml,200,25.99,GST,20.264,GST,0,1,"ALM,beverages,soft",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,24,BOTTLE,
19398685,,ANGOSTURA Bitters 473ML,75496001602,,ml,473,55.99,GST,44.04,GST,0,1,"ALM,beverages,soft",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398689,,APEROL Aperitivo 700ML,8.00223E+12,,ml,700,35.99,GST,27.535,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398687,,ANGOVE Organic Merlot S1,9.30069E+12,,ml,750,19.99,GST,11.55,GST,0,1,"ALM,beverages,red,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19467552,,APPLE JUICE,,,unit,1,0,GST,0,GST,0,1,"beverages,soft",Soft Drinks,1,,1,,beverages,,1,,2,Individual,1,UNIT,
20193108,,APEROL Aperitivo nip,,,ml,30,10,GST,1.18,GST,0,1,"ALM,beverages,shot,spirits",Spirits - Shots,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19467573,,Apple Juice Schooner,,,unit,1,5,GST,0,GST,0,1,"beverages,soft",,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19469558,,ASAHI SD 5% Stubby,,,unit,1,10,GST,2.361,GST,0,1,"beer,beverages,CUB",Beer Pack,1,,1,,beverages,,1,,2,Individual,1,BOTTLE,
19447471,,Babyccino,,,unit,1,2.5,GST,0,GST,0,1,Coffeeshop,Coffeeshop,1,,1,,beverages,,1,,1,Individual,1,UNIT,
19430538,,ASAHI SD 5% S24,9.32998E+12,,unit,1,72.99,GST,2.361,GST,0,1,"beer,beverages,CUB",Package BEER Ctn,1,,1,,beverages,,1,,1,Cartons,24,BOTTLE,
19398693,,ASAHI SD 5% S1,9.32998E+12,,unit,1,6.99,GST,2.361,GST,0,1,"beer,beverages,CUB",Package BEER Ind,1,1,1,,beverages,,1,,1,Cartons,24,BOTTLE,
19430687,,ASAHI SD 5% S6,9.32998E+12,,unit,1,24.99,GST,14.167,GST,0,1,"beer,beverages,CUB",Package BEER Pk,1,,1,,beverages,,1,,2,,,BOTTLE,
19398690,,APPLETON Reserve 8YO 700ML,5.02458E+12,,ml,700,91.99,GST,72.928,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398691,,APPLETON Signature Blend 700ML,5.02458E+12,,ml,700,68.99,GST,55.27,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19952863,,AUSTRALIAN Bitters S1,9.34733E+12,,ml,200,0,GST,0,GST,0,1,"ALM,beverages,soft",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,24,BOTTLE,
19398697,,BABBLING BROOK Sauv Blanc S1,9.34029E+12,,ml,750,16.99,GST,8.963,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19762299,,BACON & EGG Roll,,,unit,1,9.5,GST,0,GST,0,1,"Coffeeshop,Food",,1,,,,Food,,1,,1,Individual,1,UNIT,
20008227,,BACARDI Rasp Mojito 250ML  C1,9.33311E+12,,unit,1,9.99,GST,4.193,GST,0,1,"ALM,beverages,rtds",Package RTDS Ind,1,1,1,,beverages,,1,,1,Cartons,24,CAN,
20008229,,BACARDI Rasp Mojito 250ML C4,9.33311E+12,,unit,1,29.99,GST,16.772,GST,0,1,"ALM,beverages,rtds",Package RTDS Pk,1,,1,,beverages,,1,,2,Individual,1,CAN,
19398704,,BACARDI Carta Blanca 700ML,5.01068E+12,,ml,700,60.99,GST,49.756,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
20365906,,BACARDI ORO 700ML,5.01068E+12,,ml,700,53.99,GST,43.083,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398705,,BACARDI Spiced 700ML,7.61011E+12,,ml,700,53.99,GST,42.93,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398706,,BAILEYS 1L,5.01101E+12,,ml,1000,59.99,GST,55.14,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398707,,BAILEYS 700ML,5.01101E+12,,ml,700,45.99,GST,42.153,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19462372,,BACARDI nip,,,ml,30,11,GST,2.132,GST,0,1,"ALM,beverages,shot,spirits",Spirits - Shots,1,,1,,beverages,,1,,2,Individual,1,UNIT,
20192894,,BACARDI Spiced nip,,,ml,30,11,GST,1.839,GST,0,1,"ALM,beverages,shot,spirits",Spirits - Shots,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19952866,,BALTER CERVEZA S24,9.35071E+12,,unit,1,68.99,GST,2.158,GST,0,1,"beer,beverages,CUB",Package BEER Ctn,1,,1,,beverages,,1,,1,Cartons,24,BOTTLE,
19952865,,BALTER CERVEZA S1,9.35071E+12,,unit,1,6.99,GST,2.158,GST,0,1,"beer,beverages,CUB",Package BEER Ind,1,1,1,,beverages,,1,,,,,BOTTLE,
19952867,,BALTER CERVEZA S6,9.35071E+12,,unit,1,20.99,GST,12.952,GST,0,1,"beer,beverages,CUB",Package BEER Pk,1,,1,,beverages,,1,,,,,BOTTLE,
20716509,,BAILEYS Chocolate 700ML,5.01101E+12,,ml,700,44.99,GST,34.153,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398712,,BAITS SCHNAPPS Butter Scotch 500ML,3.10815E+11,,ml,500,29.99,GST,23.48,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398713,,BALLANTINES 12YO 700ML,5.01011E+12,,ml,700,74.99,GST,59.652,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398714,,BALLANTINES 700ML,5.01011E+12,,ml,700,56.99,GST,52.323,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398716,,BARBARESSO OUZO 700ML,9.30061E+12,,ml,700,54.99,GST,43.292,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398715,,BANROCK Rose 1L S1,9.31104E+12,,ml,1000,13.99,GST,7.65,GST,0,1,"ALM,beverages,rose,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
20193109,,BAILEYS nip,,,ml,30,11,GST,1.654,GST,0,1,"ALM,beverages,shot,spirits",Spirits - Shots,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19366895,,BARRA Burger,,,unit,1,28,GST,0,GST,0,1,"Food,specials",Bar - Burgers,1,,,,Food,,1,,1,Individual,1,UNIT,
19366903,,BASKET OF CHIPS,,,unit,1,12,GST,0,GST,0,1,"Food,starters",Bar - Starters,1,,,,Food,,1,,1,Individual,1,UNIT,
19398718,,BARON SAMEDI 700ML,9.3435E+12,,ml,700,68.99,GST,57.147,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398719,,BARSOL Quebranta Pisco 700ML,7.75032E+12,,ml,700,90.99,GST,73.5,GST,0,1,"ALM,beverages,spirits",Package SPIRITS,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398717,,BAREFOOT Sauv Blanc S1,9.31177E+12,,ml,750,14.99,GST,9.143,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398720,,BB Cienna S1,29147100244,,ml,750,20.99,GST,13.363,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398721,,BB Crouch & Riesling S1,29147106871,,ml,750,16.99,GST,11.096,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398722,,BB Dolcetto & Syrah S1,29147320963,,ml,750,20.99,GST,13.363,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
20193110,,BARBARESSO OUZO nip,,,ml,30,11,GST,1.855,GST,0,1,"ALM,beverages,shot,spirits",Spirits - Shots,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19467607,,BARON SAMEDI nip,,,ml,30,12,GST,2.45,GST,0,1,"ALM,beverages,shot,spirits",Spirits - Shots,1,,1,,beverages,,1,,2,Individual,1,UNIT,
19398724,,BB Moscato Rosa S1,29147139992,,ml,750,20.99,GST,13.363,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398723,,BB Moscato S1,29147139985,,ml,750,20.99,GST,13.363,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398725,,BB Moscato Sparkling Rosa S1,29147106918,,ml,750,20.99,GST,13.363,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398726,,BB Origins Pinot Grigio S1,9.31112E+12,,ml,750,20.99,GST,12.81,GST,0,1,"ALM,beverages,sparkling,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19649479,,BB Prosecco 200Ml S24,9.31112E+12,,ml,200,119.99,GST,4.021,GST,0,1,"ALM,beverages,sparkling,wines",Package WINES,1,,1,,beverages,,1,,2,Individual,1,BOTTLE,
19398730,,BB Prosecco 200ML S4,9.31112E+12,,ml,200,25.99,GST,16.084,GST,0,1,"ALM,beverages,sparkling,wines",Package WINES,1,1,1,,beverages,,1,,1,Individual,1,BOTTLE,
19398731,,BB Prosecco Low S1,9.31112E+12,,ml,750,20.99,GST,14.265,GST,0,1,"ALM,beverages,sparkling,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398728,,BB Prosecco NV S1,29147360952,,ml,750,20.99,GST,14.265,GST,0,1,"ALM,beverages,sparkling,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398732,,BB Prosecco Rose S1,9.31112E+12,,ml,750,20.99,GST,14.265,GST,0,1,"ALM,beverages,sparkling,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19462427,,BB Prosecco 200Ml Btl,,,ml,200,12,GST,4.021,GST,0,1,"ALM,beverages,sparkling,wines",Wines,1,,1,,beverages,,1,,2,Individual,1,BOTTLE,
19366879,,BBQ CHICKEN,,,unit,1,25,GST,0,GST,0,1,"Food,pizzas",Bar - Pizzas,1,,,,Food,,1,,1,Individual,1,UNIT,
20008231,,BEARDED LADY 10% C24,9.33236E+12,,unit,1,186.99,GST,6.21,GST,0,1,"ALM,beverages,rtds",Package RTDS Ctn,1,,1,,beverages,,1,,2,Individual,1,CAN,
20008230,,BEARDED LADY 10% C1,9.33236E+12,,unit,1,13.99,GST,6.21,GST,0,1,"ALM,beverages,rtds",Package RTDS Ind,1,1,1,,beverages,,1,,1,Cartons,24,CAN,
19398733,,BB Sparkling Moscato S1,29147106901,,ml,750,20.99,GST,14.265,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,6,BOTTLE,
19398735,,BEACH DAYS Cab Merlot S1,9.31902E+12,,ml,750,6.99,GST,3.594,GST,0,1,"ALM,beverages,red,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398734,,BEACH DAYS Chardonnay S1,9.31902E+12,,ml,750,6.99,GST,3.594,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398737,,BEACH DAYS Moscato Pink S1,9.31902E+12,,ml,750,6.99,GST,3.594,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398736,,BEACH DAYS Moscato S1,9.31902E+12,,ml,750,6.99,GST,3.594,GST,0,1,"ALM,beverages,white,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
19398738,,BEACH DAYS Shiraz S1,9.31902E+12,,ml,750,6.99,GST,3.594,GST,0,1,"ALM,beverages,red,wines",Package WINES,1,1,1,,beverages,,1,,1,Cartons,12,BOTTLE,
